AvailabilityZone,BilledCost,BillingAccountId,BillingAccountName,BillingCurrency,BillingPeriodEnd,BillingPeriodStart,ChargeCategory,ChargeClass,ChargeDescription,ChargeFrequency,ChargePeriodEnd,ChargePeriodStart,CommitmentDiscountCategory,CommitmentDiscountId,CommitmentDiscountName,CommitmentDiscountStatus,CommitmentDiscountType,ConsumedQuantity,ConsumedUnit,ContractedCost,ContractedUnitPrice,EffectiveCost,InvoiceIssuerName,ListCost,ListUnitPrice,PricingCategory,PricingQuantity,PricingUnit,ProviderName,PublisherName,RegionId,RegionName,ResourceId,ResourceName,ResourceType,ServiceCategory,Id,ServiceName,SkuId,SkuPriceId,SubAccountId,SubAccountName,Tags
us-west-2a,0,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.00 for 695 Mbps per t3a.2xlarge instance-hour (or partial hour),Usage-Based,9/9/2024,9/9/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0,0,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),i-0ea9bel1a943l0462,NULL,NULL,Storage,359652,Amazon Elastic Compute Cloud,HV7YB4DZETV84GSR,HV7YB4DZETV84GSR.JRTCKXETXF.6YS6EN2CT7,66362635077,Zenith Apollo, KabulSRE
us-west-2,0.017,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,USD 0.017 per db.t3.micro Single-AZ instance hour (or partial hour) running MariaDB,Usage-Based,9/6/2024,9/6/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.017,0.017,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),arn:ats:rls:us-test-2:176921218916:lf:ece-test-bumm-storage,NULL,NULL,Databases,362256,Amazon Relational Database Service,NZMW2QRCX9R8EV2S,NZMW2QRCX9R8EV2S.JRTCKXETXF.6YS6EN2CT7,10961396247,Pioneer Apollo, MaleIT
us-west-2,0.015825,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US West (Oregon)",Usage-Based,9/4/2024,9/4/2024,NULL,NULL,NULL,NULL,NULL,3165,API Requests,0,0,0,"Amazon Web Services, Inc.",0.015825,0.000005,Standard,3165,API Requests,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),NULL,NULL,NULL,Management and Governance,365168,AWS Systems Manager,PMR4PXW56N3ZAP3T,PMR4PXW56N3ZAP3T.JRTCKXETXF.6YS6EN2CT7,18938484842,Orion Zenith,
eu-central-1b,0.0432,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.0432 per On Demand Linux t3a.medium Instance Hour,Usage-Based,9/20/2024,9/20/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.0432,0.0432,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",eu-central-1,EU (Frankfurt),i-0e18l158351436710,NULL,instance,Compute,367055,Amazon Elastic Compute Cloud,FCTDXPA9FM2E8Y98,FCTDXPA9FM2E8Y98.JRTCKXETXF.6YS6EN2CT7,65226353821,Nimbus Apollo, AlgiersDesign
us-east-1,0.000005,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/14/2024,9/13/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,384489,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
us-west-2,0.000055,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US West (Oregon)",Usage-Based,9/14/2024,9/14/2024,NULL,NULL,NULL,NULL,NULL,11,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000055,0.000005,Standard,11,API Requests,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),NULL,NULL,NULL,Management and Governance,390259,AWS Systems Manager,PMR4PXW56N3ZAP3T,PMR4PXW56N3ZAP3T.JRTCKXETXF.6YS6EN2CT7,18938484842,Orion Zenith,
us-west-2b,0.096,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.096 per On Demand Linux m5.large Instance Hour,Usage-Based,9/25/2024,9/25/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.096,0.096,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),i-01287f21l1al9041l,NULL,instance,Compute,391345,Amazon Elastic Compute Cloud,VCN9BB3M49B23Y77,VCN9BB3M49B23Y77.JRTCKXETXF.6YS6EN2CT7,69918885631,Odyssey Horizon, ChicagoIT
us-east-1,0.000005,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/30/2024,9/30/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,397295,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
us-west-2,0.031944444,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.23 per GB-month of provisioned gp2 storage for Multi-AZ deployments running MySQL,Usage-Based,9/8/2024,9/8/2024,NULL,NULL,NULL,NULL,NULL,0.138888889,GB-Months,0,0,0,"Amazon Web Services, Inc.",0.031944444,0.23,Standard,0.138888889,GB-Months,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),arn:ats:rls:us-test-2:540902283900:lf:terraborc-20180927162633774000000001,NULL,NULL,Databases,405151,Amazon Relational Database Service,Q9EAN7M3CQR9PV9M,Q9EAN7M3CQR9PV9M.JRTCKXETXF.6YS6EN2CT7,58417724665,Zenith Pioneer, ShanghaiIT
us-east-1a,0.192,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.192 per On Demand Linux m5.xlarge Instance Hour,Usage-Based,9/23/2024,9/23/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.192,0.192,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-089335f9304012b25,NULL,instance,Compute,410482,Amazon Elastic Compute Cloud,5G4TA8Z4MUKE6MJB,5G4TA8Z4MUKE6MJB.JRTCKXETXF.6YS6EN2CT7,90054491575,Pioneer Voyager, MemphisArchitecture
us-east-1,0.000005,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/27/2024,9/27/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,413151,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
us-east-1c,4.284,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$4.284 per On Demand Linux c7i.metal-24xl Instance Hour,Usage-Based,9/29/2024,9/29/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,4,4,4,"Amazon Web Services, Inc.",4.284,4.284,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-0e4ll70f72lfbal08,NULL,instance,Compute,420405,Amazon Elastic Compute Cloud,HWZ4252E5KSE3VEQ,HWZ4252E5KSE3VEQ.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-east-1a,1.14,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$1.14 per On Demand Linux g3.4xlarge Instance Hour,Usage-Based,9/30/2024,9/30/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,1,1,1,"Amazon Web Services, Inc.",1.14,1.14,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-09l468bba019a69b3,NULL,instance,Compute,421309,Amazon Elastic Compute Cloud,SQ37ZQ2CZ2H95VDC,SQ37ZQ2CZ2H95VDC.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-west-2d,0.384,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.384 per On Demand Linux m5.2xlarge Instance Hour,Usage-Based,9/2/2024,9/2/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.384,0.384,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),i-027l33fe8l0b4220l,NULL,instance,Compute,422670,Amazon Elastic Compute Cloud,PS6J5UCPGRFJTMMR,PS6J5UCPGRFJTMMR.JRTCKXETXF.6YS6EN2CT7,18938484842,Orion Zenith, ViennaData
us-east-1,0.000005,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/11/2024,9/11/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,438387,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
us-west-2a,0.039247178,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.398 per On Demand Linux c4.2xlarge Instance Hour,Usage-Based,9/16/2024,9/16/2024,NULL,NULL,NULL,NULL,NULL,0.098611,Hours,0,0,0,"Amazon Web Services, Inc.",0.039247178,0.398,Standard,0.098611,Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),i-051ea328b9e06la83,NULL,instance,Compute,450460,Amazon Elastic Compute Cloud,YBN8Q7AQJD9ZT57S,YBN8Q7AQJD9ZT57S.JRTCKXETXF.6YS6EN2CT7,21473187560,Orion Pioneer, AccraData
us-west-2c,0.015391462,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,c7i-flex.2xlarge Linux/UNIX Spot Instance-hour in US West (Oregon) in VPC Zone #4,Usage-Based,9/25/2024,9/25/2024,NULL,NULL,NULL,NULL,NULL,0.093056,Hours,0,0,0,Amazon Web Services EMEA SARL,0.031559942,0.33915,Dynamic,0.093056,Hours,AWS,Amazon Web Services EMEA SARL,us-west-2,US West (Oregon),i-019245a39e068la1a,NULL,NULL,Compute,472224,Amazon Elastic Compute Cloud,P2AJTDRSZRTGZXH6,P2AJTDRSZRTGZXH6.JRTCKXETXF.6YS6EN2CT7,77596568903,Apollo Voyager, AtlantaEngineering
us-east-1a,0.34,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.34 per On Demand Linux c5.2xlarge Instance Hour,Usage-Based,9/25/2024,9/25/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.34,0.34,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-006f314f50ff7fl49,NULL,instance,Compute,478790,Amazon Elastic Compute Cloud,H9ZN7EUEHC2S7YH5,H9ZN7EUEHC2S7YH5.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-east-1,0.000005,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/23/2024,9/23/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,489617,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
us-east-1,0.000005,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/20/2024,9/20/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,497882,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
us-east-1f,1.624,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$1.624 per On Demand Linux g5.4xlarge Instance Hour,Usage-Based,9/24/2024,9/24/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,2,2,2,"Amazon Web Services, Inc.",1.624,1.624,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-0a954ll25f4170984,NULL,instance,Compute,498749,Amazon Elastic Compute Cloud,4GQWNPC9K2PZAY97,4GQWNPC9K2PZAY97.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
eu-north-1b,0.204,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.204 per On Demand Linux m5.xlarge Instance Hour,Usage-Based,9/22/2024,9/22/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.204,0.204,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",eu-north-1,EU (Stockholm),i-01eb06454096fa1f8,NULL,instance,Compute,501311,Amazon Elastic Compute Cloud,AN7RUVM6BV9RAMPJ,AN7RUVM6BV9RAMPJ.JRTCKXETXF.6YS6EN2CT7,55441562023,Horizon Apollo, DohaData
eu-central-1b,0.0216,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.0216 per On Demand Linux t3a.small Instance Hour,Usage-Based,9/30/2024,9/30/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.0216,0.0216,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",eu-central-1,EU (Frankfurt),i-00l01lf3827a80708,NULL,instance,Compute,505405,Amazon Elastic Compute Cloud,774XP29ZBNQKJHC3,774XP29ZBNQKJHC3.JRTCKXETXF.6YS6EN2CT7,65226353821,Nimbus Apollo, TokyoEngineering
us-east-1a,0.32470068,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$2.04 per On Demand Linux c5.12xlarge Instance Hour,Usage-Based,9/23/2024,9/23/2024,NULL,NULL,NULL,NULL,NULL,0.159167,Hours,0,2,0,"Amazon Web Services, Inc.",0.32470068,2.04,Standard,0.159167,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-0l32ee33a528b5b09,NULL,instance,Compute,508910,Amazon Elastic Compute Cloud,SEPZUZKD53RX92J8,SEPZUZKD53RX92J8.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-east-1d,0.34,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.34 per On Demand Linux c5.2xlarge Instance Hour,Usage-Based,9/14/2024,9/14/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.34,0.34,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-0e3645a449a3flll8,NULL,instance,Compute,511473,Amazon Elastic Compute Cloud,H9ZN7EUEHC2S7YH5,H9ZN7EUEHC2S7YH5.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-west-1a,0.32,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.32 per On Demand Linux t4g.2xlarge Instance Hour,Usage-Based,9/28/2024,9/28/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.32,0.32,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-west-1,US West (N. California),i-04ea2lf55bf0f03e2,NULL,instance,Compute,511508,Amazon Elastic Compute Cloud,W6EAUTAAWGZMSKZH,W6EAUTAAWGZMSKZH.JRTCKXETXF.6YS6EN2CT7,45147637413,Horizon Horizon, LyonProcurement
us-east-1b,0.19937226,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.34 per On Demand Linux c5.2xlarge Instance Hour,Usage-Based,9/23/2024,9/23/2024,NULL,NULL,NULL,NULL,NULL,0.586389,Hours,0,0,0,"Amazon Web Services, Inc.",0.19937226,0.34,Standard,0.586389,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-08lel3b8b84ll03ll,NULL,instance,Compute,527742,Amazon Elastic Compute Cloud,H9ZN7EUEHC2S7YH5,H9ZN7EUEHC2S7YH5.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
eu-west-2a,0.0472,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.0472 per On Demand Linux t3.medium Instance Hour,Usage-Based,9/4/2024,9/4/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.0472,0.0472,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",eu-west-2,EU (London),i-0aflebe2116928518,NULL,instance,Compute,539642,Amazon Elastic Compute Cloud,KFCSVCS6P27ZD4F6,KFCSVCS6P27ZD4F6.JRTCKXETXF.6YS6EN2CT7,18938484842,Orion Zenith, JerusalemIT
us-east-1b,0.34,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.34 per On Demand Linux c5.2xlarge Instance Hour,Usage-Based,9/19/2024,9/19/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.34,0.34,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-0e32aal9774908feb,NULL,instance,Compute,549667,Amazon Elastic Compute Cloud,H9ZN7EUEHC2S7YH5,H9ZN7EUEHC2S7YH5.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-east-1a,0.023,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.023 per On Demand Linux t2.small Instance Hour,Usage-Based,9/27/2024,9/27/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.023,0.023,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-03688a97bb9314ll7,NULL,instance,Compute,588319,Amazon Elastic Compute Cloud,VA8Q43DVPX4YV6NG,VA8Q43DVPX4YV6NG.JRTCKXETXF.6YS6EN2CT7,93042372971,Voyager Odyssey, OsloData
us-west-2c,0,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.00 for 1250 Mbps per m7i-flex.2xlarge instance-hour (or partial hour),Usage-Based,9/29/2024,9/29/2024,NULL,NULL,NULL,NULL,NULL,0.060278,Hours,0,0,0,Amazon Web Services EMEA SARL,0,0,Standard,0.060278,Hours,AWS,Amazon Web Services EMEA SARL,us-west-2,US West (Oregon),i-0f6f939435f537b94,NULL,NULL,Storage,591214,Amazon Elastic Compute Cloud,4CHWYJW9ZHZNZ5GR,4CHWYJW9ZHZNZ5GR.JRTCKXETXF.6YS6EN2CT7,77596568903,Apollo Voyager, MadisonDesign
us-west-2,0.00005,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US West (Oregon)",Usage-Based,9/7/2024,9/7/2024,NULL,NULL,NULL,NULL,NULL,10,API Requests,0,0,0,"Amazon Web Services, Inc.",0.00005,0.000005,Standard,10,API Requests,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),NULL,NULL,NULL,Management and Governance,620029,AWS Systems Manager,PMR4PXW56N3ZAP3T,PMR4PXW56N3ZAP3T.JRTCKXETXF.6YS6EN2CT7,18938484842,Orion Zenith,
eu-north-1a,0.204,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.204 per On Demand Linux m5.xlarge Instance Hour,Usage-Based,9/28/2024,9/28/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.204,0.204,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",eu-north-1,EU (Stockholm),i-0l8l59a7al29flf37,NULL,instance,Compute,638153,Amazon Elastic Compute Cloud,AN7RUVM6BV9RAMPJ,AN7RUVM6BV9RAMPJ.JRTCKXETXF.6YS6EN2CT7,55441562023,Horizon Apollo, DohaData
us-east-1,0.000005,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/25/2024,9/25/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,640022,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
us-east-1c,2.36,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$2.36 per On Demand Windows g5.4xlarge Instance Hour,Usage-Based,9/25/2024,9/25/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,2,2,2,"Amazon Web Services, Inc.",2.36,2.36,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-0a75990662f29f093,NULL,instance,Compute,649806,Amazon Elastic Compute Cloud,S78KHHH96AJF23KZ,S78KHHH96AJF23KZ.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-east-1c,1.14,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$1.14 per On Demand Linux g3.4xlarge Instance Hour,Usage-Based,9/24/2024,9/24/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,1,1,1,"Amazon Web Services, Inc.",1.14,1.14,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-01le8ea0l3238l0e6,NULL,instance,Compute,653306,Amazon Elastic Compute Cloud,SQ37ZQ2CZ2H95VDC,SQ37ZQ2CZ2H95VDC.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-east-1f,0.34,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.34 per On Demand Linux c5.2xlarge Instance Hour,Usage-Based,9/13/2024,9/13/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.34,0.34,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-00ll762l5516194l5,NULL,instance,Compute,659090,Amazon Elastic Compute Cloud,H9ZN7EUEHC2S7YH5,H9ZN7EUEHC2S7YH5.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-west-2,0.017,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,USD 0.017 per db.t3.micro Single-AZ instance hour (or partial hour) running MariaDB,Usage-Based,9/1/2024,9/1/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.017,0.017,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),arn:ats:rls:us-test-2:176921218916:lf:ece-test-bumm-storage,NULL,NULL,Databases,664441,Amazon Relational Database Service,NZMW2QRCX9R8EV2S,NZMW2QRCX9R8EV2S.JRTCKXETXF.6YS6EN2CT7,10961396247,Pioneer Apollo, MaleIT
us-east-1d,0.33535038,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$1.14 per On Demand Linux g3.4xlarge Instance Hour,Usage-Based,9/14/2024,9/14/2024,NULL,NULL,NULL,NULL,NULL,0.294167,Hours,0,1,0,"Amazon Web Services, Inc.",0.33535038,1.14,Standard,0.294167,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-03l5l02130f2l1874,NULL,instance,Compute,677535,Amazon Elastic Compute Cloud,SQ37ZQ2CZ2H95VDC,SQ37ZQ2CZ2H95VDC.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-west-2a,0.000760288,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.023 per On Demand Linux t2.small Instance Hour,Usage-Based,9/20/2024,9/20/2024,NULL,NULL,NULL,NULL,NULL,0.033056,Hours,0,0,0,"Amazon Web Services, Inc.",0.000760288,0.023,Standard,0.033056,Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),i-0b3a0932e192ff26l,NULL,instance,Compute,706382,Amazon Elastic Compute Cloud,XK9YF9AJ9EBH7W4U,XK9YF9AJ9EBH7W4U.JRTCKXETXF.6YS6EN2CT7,86366525267,Nimbus Pioneer, CagayanFinance
us-east-1,0.000005,1234567890123,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/14/2024,9/14/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,717576,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
